Time,Fix,Sats,Flags,Baro Pressure,Baro altitude,GPS altitude,Speed (MPH),Heading,Horiz accuracy,Vertical accuracy,pDOP,Latitude,Longitude,Int Temp F,battery V
12:45:17,3,9,1,850.8,4754,5231,0,293,8,12,1.52,39.608342,-104.041594,49.8,7.6
12:45:18,3,9,1,850.8,4753,5231,0,293,8,12,1.52,39.608342,-104.041594,49.8,7.5
12:45:19,3,9,1,850.8,4754,5231,0,293,8,12,1.52,39.608346,-104.041594,49.8,7.5
12:45:20,3,8,1,850.8,4754,5231,0,293,8,12,1.63,39.608346,-104.041594,49.9,7.7
12:45:21,3,9,1,850.8,4755,5232,0,293,8,12,1.52,39.608342,-104.041594,49.9,7.7
12:45:22,3,9,1,850.8,4753,5231,0,293,8,12,1.52,39.608342,-104.041594,49.9,7.7
12:45:23,3,9,1,850.8,4754,5232,0,293,8,12,1.52,39.608346,-104.041594,49.9,7.7
12:45:24,3,9,1,850.8,4755,5233,0,293,8,12,1.52,39.608346,-104.041594,49.9,7.6
12:45:25,3,9,1,850.8,4753,5233,0,293,8,12,1.52,39.608346,-104.041594,49.9,7.6
12:45:26,3,9,1,850.8,4754,5233,0,293,8,12,1.52,39.608346,-104.041600,50.0,7.5
12:45:27,3,8,1,850.7,4757,5233,0,293,8,12,1.67,39.608346,-104.041600,50.0,7.5
12:45:28,3,8,1,850.7,4756,5232,0,293,8,12,1.67,39.608349,-104.041600,50.0,7.5
12:45:29,3,9,1,850.7,4757,5232,0,293,8,12,1.52,39.608349,-104.041600,50.1,7.5
12:45:30,3,9,1,850.7,4756,5232,0,293,8,12,1.52,39.608352,-104.041600,50.1,7.4
12:45:31,3,8,1,850.8,4755,5232,0,293,8,12,1.67,39.608352,-104.041600,50.2,7.4
12:45:32,3,8,1,850.8,4755,5233,0,293,8,12,1.67,39.608352,-104.041600,50.3,7.4
12:45:33,3,9,1,850.8,4753,5233,0,293,8,12,1.52,39.608355,-104.041606,50.3,7.4
12:45:34,3,9,1,850.8,4753,5232,0,293,8,12,1.52,39.608355,-104.041606,50.3,7.7
12:45:35,3,9,1,850.8,4754,5230,0,293,9,12,1.52,39.608355,-104.041606,50.4,7.7
12:45:36,3,9,1,850.8,4753,5229,0,293,9,12,1.52,39.608355,-104.041606,50.4,7.7
12:45:37,3,9,1,850.8,4753,5230,0,293,9,12,1.52,39.608358,-104.041606,50.4,7.7
12:45:38,3,9,1,850.8,4753,5229,0,293,9,12,1.52,39.608358,-104.041606,50.4,7.7
12:45:39,3,9,1,850.9,4752,5227,0,293,9,13,1.52,39.608358,-104.041606,50.4,7.7
12:45:40,3,9,1,850.8,4753,5227,0,293,9,13,1.52,39.608358,-104.041606,50.4,7.7
12:45:41,3,8,1,850.8,4753,5227,0,293,9,13,1.66,39.608358,-104.041606,50.5,7.7
12:45:42,3,9,1,850.9,4752,5226,0,293,9,13,1.52,39.608358,-104.041606,50.5,7.7
12:45:43,3,9,1,850.8,4753,5225,0,293,9,13,1.52,39.608355,-104.041606,50.5,7.7
12:45:44,3,9,1,850.8,4753,5225,0,293,9,12,1.52,39.608358,-104.041606,50.5,7.7
12:45:45,3,9,1,850.8,4753,5225,0,293,9,12,1.52,39.608358,-104.041606,50.5,7.7
12:45:46,3,9,1,850.8,4755,5224,0,293,9,12,1.52,39.608358,-104.041606,50.5,7.6
